id,bedrooms,bathrooms,sqft_living,sqft_lot,zipcode,grade,sale_id,date,price,house_id,long,lat,date,sqft_living15,sqft_lot15
7766200013,4.0,2.25,4220.0,24186.0,98166,8,42,2014-08-11,775000.0,7766200013,-122.347,47.445,2014-08-11,2410.0,30617.0
7203220400,5.0,2.75,3595.0,5639.0,98053,9,43,2014-07-07,861990.0,7203220400,-122.016,47.6848,2014-07-07,3625.0,5639.0
9270200160,3.0,1.0,1570.0,2280.0,98119,7,44,2014-10-28,685000.0,9270200160,-122.364,47.6413,2014-10-28,1580.0,2640.0
1432701230,3.0,1.0,1280.0,9656.0,98058,6,45,2014-07-29,309000.0,1432701230,-122.175,47.4485,2014-07-29,1340.0,8808.0
8035350320,3.0,2.5,3160.0,13603.0,98019,8,46,2014-07-18,488000.0,8035350320,-121.977,47.7443,2014-07-18,3050.0,9232.0
8945200830,3.0,1.0,990.0,8528.0,98023,6,47,2015-03-25,210490.0,8945200830,-122.371,47.3066,2015-03-25,1228.0,8840.0
4178300310,4.0,2.5,2290.0,13416.0,98007,9,48,2014-07-16,785000.0,4178300310,-122.151,47.6194,2014-07-16,2680.0,13685.0
9215400105,3.0,1.75,1250.0,5963.0,98115,7,49,2015-04-28,450000.0,9215400105,-122.301,47.6796,2015-04-28,970.0,5100.0
822039084,3.0,2.5,2753.0,65005.0,98070,9,50,2015-03-11,1350000.0,822039084,-122.451,47.4041,2015-03-11,2680.0,72513.0
5245600105,3.0,1.0,1190.0,9199.0,98148,7,51,2014-09-16,228000.0,5245600105,-122.322,47.4258,2014-09-16,1190.0,9364.0
7231300125,5.0,2.5,3150.0,9134.0,98056,8,52,2015-02-17,345000.0,7231300125,-122.189,47.4934,2015-02-17,1990.0,9133.0
7518505990,3.0,1.75,1410.0,4080.0,98117,7,53,2014-12-31,600000.0,7518505990,-122.384,47.6808,2014-12-31,1410.0,4080.0
3626039271,2.0,1.75,1980.0,8550.0,98117,7,54,2015-02-05,585000.0,3626039271,-122.369,47.6989,2015-02-05,1480.0,6738.0
4217401195,5.0,2.25,2730.0,6000.0,98105,8,55,2015-03-03,920000.0,4217401195,-122.281,47.6571,2015-03-03,2730.0,6000.0
9822700295,4.0,2.5,2830.0,5000.0,98105,9,56,2014-05-12,885000.0,9822700295,-122.29,47.6597,2014-05-12,1950.0,5000.0
9478500640,4.0,2.5,2250.0,4495.0,98042,7,57,2014-08-19,292500.0,9478500640,-122.114,47.3663,2014-08-19,2250.0,4500.0
2799800710,3.0,2.5,2420.0,4750.0,98042,8,58,2015-04-07,301000.0,2799800710,-122.122,47.3663,2015-04-07,2690.0,4750.0
7922800400,5.0,3.25,3250.0,14342.0,98008,8,59,2014-08-27,951000.0,7922800400,-122.116,47.588,2014-08-27,2960.0,11044.0
8079040320,4.0,3.0,1850.0,9976.0,98059,8,60,2015-02-23,430000.0,8079040320,-122.149,47.5059,2015-02-23,2270.0,8542.0
1516000055,3.0,2.25,2150.0,21235.0,98166,8,61,2014-12-10,650000.0,1516000055,-122.339,47.4336,2014-12-10,2570.0,18900.0
9558200045,3.0,1.75,1260.0,8400.0,98148,7,62,2014-08-28,289000.0,9558200045,-122.335,47.4366,2014-08-28,1290.0,8750.0
5072410070,3.0,1.75,2519.0,8690.0,98166,8,63,2014-10-21,505000.0,5072410070,-122.344,47.4428,2014-10-21,2500.0,9500.0
9528102996,3.0,1.75,1540.0,1044.0,98115,8,64,2014-12-07,549000.0,9528102996,-122.32,47.6765,2014-12-07,1580.0,3090.0
1189001180,3.0,2.25,1660.0,6000.0,98122,7,65,2014-06-03,425000.0,1189001180,-122.297,47.6113,2014-06-03,1440.0,4080.0
3253500160,3.0,2.75,2770.0,3809.0,98144,7,66,2014-11-20,317625.0,3253500160,-122.304,47.5747,2014-11-20,1440.0,4000.0
3394100030,4.0,2.5,2720.0,11049.0,98004,10,67,2014-09-09,975000.0,3394100030,-122.192,47.5815,2014-09-09,2750.0,11049.0
3717000160,4.0,2.5,2240.0,4648.0,98001,7,68,2014-10-09,287000.0,3717000160,-122.257,47.3378,2014-10-09,2221.0,4557.0
1274500060,3.0,1.0,1000.0,12070.0,98042,7,69,2014-08-25,204000.0,1274500060,-122.11,47.3621,2014-08-25,1010.0,12635.0
1802000060,5.0,2.25,3200.0,20158.0,98004,8,70,2014-06-12,1330000.0,1802000060,-122.215,47.6303,2014-06-12,3390.0,20158.0
1525059190,5.0,3.25,4770.0,50094.0,98005,11,71,2014-09-12,1040000.0,1525059190,-122.16,47.6525,2014-09-12,3530.0,38917.0
1049000060,3.0,2.0,1260.0,5612.0,98034,7,72,2015-01-05,325000.0,1049000060,-122.179,47.7362,2015-01-05,1640.0,4745.0
8820901275,4.0,2.0,2750.0,7807.0,98125,7,73,2014-06-10,571000.0,8820901275,-122.287,47.7168,2014-06-10,1510.0,7807.0
5416510140,4.0,2.5,2380.0,5000.0,98038,8,74,2014-07-10,360000.0,5416510140,-122.036,47.3608,2014-07-10,2420.0,5000.0
3444100400,3.0,1.75,1790.0,50529.0,98042,7,75,2015-03-16,349000.0,3444100400,-122.073,47.3511,2015-03-16,1940.0,50529.0
3276920270,4.0,4.0,3430.0,35102.0,98075,10,76,2014-11-05,832500.0,3276920270,-121.987,47.5822,2014-11-05,3240.0,35020.0
4036801170,4.0,1.75,1760.0,7300.0,98008,7,77,2014-10-13,380000.0,4036801170,-122.125,47.6034,2014-10-13,1680.0,7500.0
2391600320,3.0,1.0,1040.0,5060.0,98116,7,78,2015-04-20,480000.0,2391600320,-122.394,47.5636,2015-04-20,890.0,5060.0
6300000287,3.0,1.0,1410.0,5060.0,98133,7,79,2014-06-09,410000.0,6300000287,-122.34,47.7073,2014-06-09,1130.0,5693.0
1531000030,4.0,2.5,3450.0,39683.0,98010,10,80,2015-03-23,720000.0,1531000030,-122.025,47.342,2015-03-23,3350.0,39750.0
5104520400,3.0,2.5,2350.0,5100.0,98038,8,81,2014-12-02,390000.0,5104520400,-122.008,47.3512,2014-12-02,2350.0,5363.0
7437100340,4.0,2.5,1900.0,5889.0,98038,7,82,2014-12-22,360000.0,7437100340,-122.031,47.349,2014-12-22,1870.0,6405.0
9418400240,2.0,1.0,2020.0,6720.0,98118,7,83,2014-10-28,355000.0,9418400240,-122.291,47.5474,2014-10-28,1720.0,6720.0
1523059105,3.0,1.5,1680.0,8712.0,98059,8,84,2015-01-28,356000.0,1523059105,-122.149,47.4811,2015-01-28,1850.0,8797.0
1133000671,3.0,1.0,960.0,6634.0,98125,6,85,2014-06-02,315000.0,1133000671,-122.31,47.7264,2014-06-02,1570.0,7203.0
4232902595,3.0,1.5,2140.0,3600.0,98119,9,86,2014-11-14,940000.0,4232902595,-122.365,47.6337,2014-11-14,2020.0,4800.0
2599001200,5.0,2.25,2660.0,8400.0,98092,7,87,2014-11-03,305000.0,2599001200,-122.189,47.2909,2014-11-03,1590.0,8165.0
3342103156,3.0,3.25,2770.0,6278.0,98056,9,88,2014-06-18,461000.0,3342103156,-122.199,47.5228,2014-06-18,1900.0,7349.0
1332700270,2.0,2.25,1610.0,2040.0,98056,7,89,2014-05-19,215000.0,1332700270,-122.194,47.518,2014-05-19,1950.0,2025.0
3869900162,2.0,1.75,1030.0,1066.0,98136,7,90,2014-09-04,335000.0,3869900162,-122.387,47.5394,2014-09-04,1030.0,1106.0
2791500270,4.0,2.5,1980.0,7403.0,98023,7,91,2014-05-22,243500.0,2791500270,-122.372,47.2897,2014-05-22,1980.0,7510.0
5036300431,5.0,2.75,3520.0,6353.0,98199,10,92,2015-03-11,1100000.0,5036300431,-122.391,47.6506,2015-03-11,2520.0,6250.0
4168000060,3.0,1.0,1200.0,10500.0,98023,7,93,2015-02-26,153000.0,4168000060,-122.351,47.322,2015-02-26,1350.0,10500.0
6021501535,3.0,1.5,1580.0,5000.0,98117,8,94,2014-07-25,430000.0,6021501535,-122.386,47.687,2014-07-25,1570.0,4500.0
6021501535,3.0,1.5,1580.0,5000.0,98117,8,95,2014-12-23,700000.0,6021501535,-122.386,47.687,2014-12-23,1570.0,4500.0
1483300570,4.0,2.5,3300.0,10250.0,98040,7,96,2014-09-08,905000.0,1483300570,-122.249,47.5873,2014-09-08,1950.0,6045.0
3422049190,3.0,1.75,1960.0,15681.0,98032,7,97,2015-03-30,247500.0,3422049190,-122.277,47.3576,2015-03-30,1750.0,15616.0
1099611230,4.0,1.5,1160.0,6400.0,98023,7,98,2014-09-12,199000.0,1099611230,-122.378,47.3036,2014-09-12,1160.0,6400.0
722079104,3.0,1.75,1810.0,41800.0,98038,7,99,2014-07-11,314000.0,722079104,-121.958,47.4109,2014-07-11,1650.0,135036.0
7338200240,3.0,2.5,2320.0,36847.0,98045,9,100,2014-05-16,437500.0,7338200240,-121.714,47.4838,2014-05-16,2550.0,35065.0
1952200240,3.0,2.5,2070.0,13241.0,98102,9,101,2014-06-11,850830.0,1952200240,-122.315,47.6415,2014-06-11,2200.0,4500.0
5200100125,3.0,2.0,1980.0,3478.0,98117,7,102,2014-10-27,555000.0,5200100125,-122.372,47.6775,2014-10-27,1610.0,3478.0
7214720075,3.0,2.25,2190.0,107593.0,98077,8,103,2014-12-12,699950.0,7214720075,-122.08,47.7731,2014-12-12,2570.0,47777.0
2450000295,3.0,2.5,2920.0,8113.0,98004,8,104,2014-10-07,1090000.0,2450000295,-122.196,47.5814,2014-10-07,2370.0,8113.0
6197800045,3.0,1.0,1210.0,33919.0,98058,7,105,2014-09-24,290000.0,6197800045,-122.184,47.4375,2014-09-24,1640.0,14910.0
1328310370,3.0,2.5,2340.0,10005.0,98058,8,106,2015-04-02,375000.0,1328310370,-122.133,47.4431,2015-04-02,2250.0,8162.0
546000875,3.0,1.0,1670.0,4005.0,98117,7,107,2014-05-23,460000.0,546000875,-122.38,47.6878,2014-05-23,1240.0,4005.0
3530510041,2.0,1.75,1240.0,2493.0,98198,8,108,2014-07-23,188500.0,3530510041,-122.322,47.3813,2014-07-23,1270.0,4966.0
1853000400,4.0,2.5,3140.0,28037.0,98077,10,109,2015-03-05,680000.0,1853000400,-122.082,47.7304,2015-03-05,2990.0,35001.0
3134100116,5.0,1.75,2030.0,12342.0,98052,7,110,2014-08-27,470000.0,3134100116,-122.109,47.6417,2014-08-27,2500.0,9433.0
9545230140,4.0,2.5,2310.0,9624.0,98027,8,111,2014-07-25,597750.0,9545230140,-122.053,47.5386,2014-07-25,1940.0,9636.0
3362400511,3.0,1.75,1260.0,3328.0,98103,6,112,2015-03-04,570000.0,3362400511,-122.349,47.6823,2015-03-04,1380.0,3536.0
2525310310,3.0,1.75,1540.0,12600.0,98038,7,113,2014-09-16,272500.0,2525310310,-122.031,47.3624,2014-09-16,1540.0,11656.0
6126500060,3.0,1.75,2080.0,5969.0,98108,7,114,2014-11-24,329950.0,6126500060,-122.295,47.5474,2014-11-24,2090.0,5500.0
8961960160,4.0,2.5,3230.0,16171.0,98001,9,115,2014-10-28,480000.0,8961960160,-122.253,47.3183,2014-10-28,2640.0,8517.0
3626039325,3.0,3.5,4380.0,6350.0,98117,8,116,2014-11-21,740500.0,3626039325,-122.368,47.6981,2014-11-21,1830.0,6350.0
3362400431,3.0,3.5,1590.0,1102.0,98103,8,117,2014-06-26,518500.0,3362400431,-122.347,47.6824,2014-06-26,1620.0,3166.0
4060000240,2.0,1.0,880.0,6780.0,98178,6,118,2014-06-23,205425.0,4060000240,-122.248,47.5009,2014-06-23,1190.0,6780.0
3454800060,4.0,2.0,1570.0,9600.0,98168,6,119,2015-01-08,171800.0,3454800060,-122.303,47.4965,2015-01-08,1880.0,9000.0
1695900060,4.0,1.0,1610.0,2982.0,98144,7,120,2015-05-11,535000.0,1695900060,-122.294,47.587,2015-05-11,1610.0,4040.0
7278700070,3.0,2.5,2400.0,6474.0,98177,8,121,2015-01-02,660000.0,7278700070,-122.386,47.7728,2015-01-02,2340.0,10856.0
6675500070,3.0,2.0,1450.0,9132.0,98034,7,122,2014-11-19,391500.0,6675500070,-122.226,47.7288,2014-11-19,1580.0,9104.0
3626039187,2.0,1.0,770.0,6000.0,98117,6,123,2015-04-06,395000.0,3626039187,-122.364,47.6999,2015-04-06,1710.0,6000.0
3524049083,4.0,1.75,2100.0,4400.0,98118,7,124,2014-11-04,445000.0,3524049083,-122.266,47.5299,2014-11-04,1850.0,4400.0
3275860240,3.0,2.25,2910.0,10204.0,98052,9,125,2014-06-18,770000.0,3275860240,-122.098,47.6897,2014-06-18,2700.0,13992.0
4389200955,4.0,2.75,2750.0,17789.0,98004,8,126,2015-03-02,1450000.0,4389200955,-122.212,47.6141,2015-03-02,3060.0,11275.0
4058801670,3.0,2.25,2100.0,8201.0,98178,8,127,2014-07-17,445000.0,4058801670,-122.244,47.5091,2014-07-17,2660.0,8712.0
8732020310,4.0,2.25,2160.0,8811.0,98023,8,128,2014-07-17,260000.0,8732020310,-122.39,47.3129,2014-07-17,2090.0,8400.0
2331300505,5.0,3.5,2320.0,4960.0,98103,7,129,2014-06-13,822500.0,2331300505,-122.352,47.6763,2014-06-13,1700.0,4960.0
7853210060,4.0,2.5,2070.0,4310.0,98065,7,130,2015-04-06,430000.0,7853210060,-121.85,47.5319,2015-04-06,1970.0,3748.0
3668000070,3.0,1.75,1060.0,7875.0,98092,7,131,2015-01-05,212000.0,3668000070,-122.152,47.2761,2015-01-05,1420.0,7680.0
9545240070,4.0,2.25,2010.0,9603.0,98027,8,132,2015-04-28,660500.0,9545240070,-122.054,47.5343,2015-04-28,2060.0,9793.0
1243100136,3.0,3.5,3950.0,111078.0,98052,9,133,2014-06-12,784000.0,1243100136,-122.072,47.697,2014-06-12,2480.0,88500.0
8929000270,3.0,2.5,2010.0,2287.0,98029,8,134,2014-05-12,453246.0,8929000270,-121.998,47.5517,2014-05-12,1690.0,1662.0
2767602356,4.0,3.5,2140.0,2278.0,98107,9,135,2015-01-26,675000.0,2767602356,-122.38,47.6734,2015-01-26,1540.0,2285.0
921049315,3.0,1.75,1320.0,17390.0,98003,7,136,2014-08-13,199000.0,921049315,-122.296,47.3257,2014-08-13,1550.0,19265.0
3655000070,4.0,1.75,2020.0,7840.0,98003,7,137,2014-08-05,220000.0,3655000070,-122.299,47.3309,2014-08-05,1750.0,8140.0
4027700812,4.0,2.25,2590.0,10002.0,98028,8,138,2014-05-29,452000.0,4027700812,-122.266,47.7689,2014-05-29,1550.0,10436.0
3992700335,2.0,1.0,1190.0,4440.0,98125,6,139,2014-07-07,382500.0,3992700335,-122.287,47.7135,2014-07-07,1060.0,5715.0
2767603505,3.0,2.25,1170.0,1249.0,98107,8,140,2014-05-07,519950.0,2767603505,-122.381,47.6722,2014-05-07,1350.0,1310.0
4232901525,2.0,1.0,1110.0,3200.0,98119,7,141,2014-06-27,665000.0,4232901525,-122.358,47.6338,2014-06-27,1170.0,3600.0
1777500060,5.0,2.5,2820.0,9375.0,98006,8,142,2014-07-08,527700.0,1777500060,-122.128,47.5707,2014-07-08,2820.0,9375.0
1432900240,3.0,1.0,1610.0,8579.0,98058,7,143,2015-05-08,205000.0,1432900240,-122.171,47.4563,2015-05-08,1610.0,8579.0
6140100875,3.0,1.0,1060.0,8097.0,98133,7,144,2015-04-15,420000.0,6140100875,-122.351,47.7144,2015-04-15,1560.0,7940.0
6071600370,4.0,2.25,2030.0,8517.0,98006,8,145,2015-02-27,500000.0,6071600370,-122.174,47.5495,2015-02-27,2230.0,8824.0
1526069017,4.0,2.5,3670.0,315374.0,98077,9,146,2014-12-03,921500.0,1526069017,-122.026,47.7421,2014-12-03,2840.0,87991.0
809001525,4.0,1.0,2550.0,4000.0,98109,8,147,2014-06-25,890000.0,809001525,-122.353,47.6354,2014-06-25,2200.0,4000.0
3224079105,2.0,2.5,2420.0,60984.0,98027,7,148,2014-08-06,430000.0,3224079105,-121.943,47.5262,2014-08-06,1940.0,193842.0
8075400570,5.0,2.0,2260.0,12500.0,98032,8,149,2014-10-30,258000.0,8075400570,-122.286,47.3887,2014-10-30,1360.0,18000.0
1994200024,3.0,1.0,1430.0,3455.0,98103,7,150,2014-11-04,511000.0,1994200024,-122.336,47.6873,2014-11-04,1450.0,4599.0
3362900810,3.0,2.0,1360.0,3090.0,98103,8,151,2014-08-20,532170.0,3362900810,-122.353,47.6838,2014-08-20,1500.0,3090.0
1324300398,3.0,1.0,1110.0,5000.0,98107,7,152,2015-04-09,560000.0,1324300398,-122.359,47.655,2015-04-09,1420.0,5000.0
537000445,3.0,1.0,1250.0,8200.0,98003,7,153,2015-03-31,282950.0,537000445,-122.304,47.3255,2015-03-31,1680.0,8633.0
7855801670,4.0,3.25,5180.0,19850.0,98006,12,154,2015-04-01,2250000.0,7855801670,-122.162,47.562,2015-04-01,3160.0,9750.0
7920100045,1.0,1.0,700.0,5100.0,98115,7,155,2014-05-16,350000.0,7920100045,-122.3,47.679,2014-05-16,1010.0,5100.0
8960000030,3.0,1.0,1180.0,7669.0,98058,7,156,2014-07-28,215000.0,8960000030,-122.176,47.4479,2014-07-28,1190.0,7669.0
6388930390,5.0,3.5,3960.0,25245.0,98056,9,157,2014-11-20,650000.0,6388930390,-122.172,47.525,2014-11-20,2640.0,13675.0
8731900200,4.0,2.75,2640.0,7500.0,98023,8,158,2014-08-07,320000.0,8731900200,-122.369,47.3135,2014-08-07,1980.0,7875.0
8029200135,3.0,2.0,1270.0,7198.0,98022,7,159,2014-11-13,247000.0,8029200135,-121.996,47.2086,2014-11-13,1160.0,7198.0
1081200350,4.0,1.75,1760.0,11180.0,98059,8,160,2014-10-03,320000.0,1081200350,-122.118,47.4715,2014-10-03,1730.0,11180.0
84000105,5.0,2.25,2060.0,8632.0,98146,7,161,2014-05-07,255000.0,84000105,-122.335,47.4877,2014-05-07,1010.0,11680.0
3756500060,3.0,1.75,1780.0,9660.0,98034,7,162,2015-03-09,438000.0,3756500060,-122.193,47.7171,2015-03-09,1200.0,9660.0
7215720160,3.0,2.5,3400.0,16603.0,98075,10,163,2015-03-04,900000.0,7215720160,-122.023,47.6012,2015-03-04,3400.0,12601.0
3574800520,3.0,2.75,1910.0,7280.0,98034,7,164,2014-06-20,441000.0,3574800520,-122.224,47.7319,2014-06-20,1710.0,8152.0
2617300160,3.0,2.0,2020.0,38332.0,98027,7,165,2014-08-12,420000.0,2617300160,-122.023,47.4582,2014-08-12,2110.0,36590.0
2558660270,3.0,1.75,1580.0,7000.0,98034,7,166,2014-12-08,370000.0,2558660270,-122.168,47.7209,2014-12-08,1640.0,7500.0
2009000370,2.0,1.75,1340.0,7250.0,98198,5,167,2015-02-19,269950.0,2009000370,-122.327,47.408,2015-02-19,1830.0,9750.0
1836980160,4.0,2.5,2680.0,4499.0,98006,9,168,2015-03-24,807100.0,1836980160,-122.125,47.565,2015-03-24,2920.0,4500.0
3261020370,3.0,2.5,2680.0,9750.0,98034,8,169,2014-06-05,653000.0,3261020370,-122.231,47.7028,2014-06-05,2480.0,8750.0
1755700060,3.0,2.0,1370.0,8336.0,98133,7,170,2014-06-11,371500.0,1755700060,-122.331,47.7458,2014-06-11,1770.0,7288.0
4330600435,3.0,1.75,1560.0,21000.0,98166,7,171,2015-03-16,284000.0,4330600435,-122.337,47.4776,2015-03-16,1070.0,7920.0
9542800700,3.0,1.75,2160.0,7140.0,98023,7,172,2015-01-02,272000.0,9542800700,-122.374,47.3026,2015-01-02,1930.0,7350.0
1999700045,3.0,1.5,1340.0,7912.0,98133,7,173,2014-05-02,313000.0,1999700045,-122.339,47.7658,2014-05-02,1480.0,7940.0
1762600070,4.0,2.5,3880.0,35003.0,98033,10,174,2015-01-16,917500.0,1762600070,-122.182,47.6477,2015-01-16,3740.0,35230.0
1687900520,4.0,2.25,2590.0,8190.0,98006,8,175,2014-09-29,673000.0,1687900520,-122.125,47.5619,2014-09-29,2260.0,8335.0
7234600798,3.0,2.5,1120.0,1100.0,98122,8,176,2015-02-10,425000.0,7234600798,-122.31,47.6106,2015-02-10,1590.0,1795.0
3881900445,5.0,2.75,1970.0,5400.0,98144,7,177,2014-07-09,399950.0,3881900445,-122.308,47.5868,2014-07-09,1280.0,2150.0
2254502445,3.0,1.0,1220.0,4800.0,98122,6,178,2014-05-30,385000.0,2254502445,-122.307,47.6101,2014-05-30,1200.0,4800.0
5437810320,3.0,1.5,1950.0,7560.0,98022,7,179,2014-11-17,269950.0,5437810320,-121.999,47.1976,2014-11-17,1950.0,8941.0
9158100075,2.0,1.0,1350.0,8220.0,98177,7,180,2015-01-07,330000.0,9158100075,-122.358,47.7224,2015-01-07,1540.0,8280.0
3830630310,3.0,2.5,1670.0,5797.0,98030,7,181,2014-07-25,260000.0,3830630310,-122.179,47.3505,2014-07-25,1670.0,6183.0
8123100045,4.0,3.0,2380.0,5125.0,98126,7,182,2015-04-14,470000.0,8123100045,-122.376,47.5384,2015-04-14,1410.0,5375.0
3127200041,4.0,3.0,2440.0,9600.0,98034,7,183,2014-06-13,589000.0,3127200041,-122.2,47.7044,2014-06-13,2290.0,9600.0
6661200320,2.0,1.5,1050.0,3419.0,98038,7,184,2014-07-23,163500.0,6661200320,-122.039,47.3848,2014-07-23,1050.0,3417.0
11510310,4.0,2.75,3130.0,13412.0,98052,9,185,2014-09-05,835000.0,11510310,-122.102,47.6993,2014-09-05,2260.0,9984.0
825059270,5.0,3.0,4090.0,12850.0,98033,10,186,2014-11-21,1100000.0,825059270,-122.188,47.6627,2014-11-21,2540.0,10270.0
8731951370,4.0,1.75,1490.0,10000.0,98023,8,187,2015-04-15,269000.0,8731951370,-122.379,47.3099,2015-04-15,2190.0,8910.0
